X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100
1.3854	0	1	-3.3008	0.7024	-1.2499	2	0	-2.4343	2	1	-2.0923	1	2	0.0705	0	-1.6057	0.9149	0.2827	-1.4528	-2.0757	-1.9572	1.5825	-1.9935	-1.6696	0.0962	1	0	0	1	0.7685	0.773	1	0.8514	2	0.3293	-2.3106	-1.4116	1	2.2582	0	2	0	-3.908	1	0.2349	1	0.5726	0	0.5322	1	1	0	1	-2.6955	0	2	5.9546	2.5569	3.0212	0	0	-4.6615	4.2354	0	2	1	2.1417	1	2	1	0	1	0	2	-0.5765	2	-0.655	2	1	4.869	-0.1108	-2.0798	-4.0489	-0.3449	1	-4.2789	0.9849	2	2	1	2.7666	-2.8537	1	-15.3807	2	2	0.866	-0.6997	1.0967
0.7039	1	1	-1.4144	1.303	-2.9367	1	1	0.7577	0	1	-1.7171	2	1	-1.1264	0	-2.7518	0.6842	1.1718	-2.2595	-2.9907	-2.9941	0.1953	-2.3547	-1.6946	2.2148	0	0	2	1	-2.1053	-0.9347	2	2.7978	2	0.6332	5.6238	0.0174	2	2.3358	2	1	1	0.1627	1	0.7106	1	1.9075	0	1.5434	1	2	1	1	-2.828	0	2	4.4958	-1.6986	2.8031	1	2	-0.4709	3.4443	2	1	2	1.1636	0	2	2	1	2	0	1	-1.5778	0	-1.9987	2	1	2.9318	-2.419	2.065	-3.5407	-2.0319	1	-2.2777	-6.1205	2	0	2	6.462	-7.8677	1	-5.0456	2	0	3.5807	-0.7178	1.7007
-1.6495	1	0	1.932	-1.0648	1.0611	0	0	1.3486	1	2	0.0259	2	1	-2.3445	0	-0.7808	-1.4145	1.337	0.523	1.4031	0.4932	-1.5321	1.4562	1.7408	1.2616	0	1	2	0	-1.0143	2.6905	2	2.9661	0	-1.1697	0.6309	2.9846	1	-0.7933	2	1	2	1.8735	2	-1.8635	0	-1.6267	2	2.0225	0	1	0	0	0.5588	2	1	-2.7778	-1.6081	-3.1758	2	2	-2.616	-0.0661	2	0	0	-2.6767	0	1	0	0	0	2	0	0.5596	2	-2.4442	1	0	-0.3859	-1.5532	-0.9359	-1.42	-1.7395	0	0.288	-1.3561	2	2	0	5.1553	-0.6221	0	1.1008	2	1	-0.8521	2.4218	-1.7538
0.0107	0	0	3.0477	-0.3837	0.3669	2	0	-0.3448	0	0	0.1584	0	0	-2.003	1	0.449	0.8947	-0.1724	-2.681	-3.0504	-6.117	0.9955	-0.5495	-4.1508	2.8348	0	1	0	1	-4.804	1.5073	2	2.184	2	-0.8942	1.2898	0.9667	2	-3.5743	2	0	2	1.6566	1	2.4885	1	-0.8864	0	0.1398	2	0	2	0	0.9443	2	2	4.2493	-3.2759	1.4563	1	0	0.6504	-6.1448	2	0	0	2.7589	2	2	0	1	2	2	0	-0.4605	0	-2.2395	2	0	4.6575	-3.3405	2.0046	-9.3759	-3.2505	1	1.2022	-9.2832	2	0	1	5.5854	-5.9119	1	0.0919	2	0	-2.4845	-4.6885	-1.3074
0.1007	0	0	0.7978	-1.2573	-0.0997	0	0	1.0263	2	2	-3.2892	2	0	0.3043	0	2.3663	2.0094	2.1149	-4.2732	-2.4316	-3.7853	-0.878	0.366	-1.9307	0.3186	2	0	2	2	-1.1623	-1.0564	0	0.6596	0	-0.0617	1.8212	2.0829	1	0.4864	2	1	0	0.9215	1	1.5851	1	-0.141	0	1.7351	1	1	1	0	-3.9194	0	2	4.828	0.0785	-0.5948	0	2	-0.9613	-4.8487	0	0	0	1.6746	2	2	0	0	1	2	2	1.1954	1	4.3816	2	0	2.2102	-0.6744	2.4402	-5.8343	-2.1434	2	3.9472	-12.9311	2	0	0	-2.6299	0.4832	2	-6.4055	2	0	-0.4712	-3.6045	2.7366
-0.9631	1	0	-0.5221	2.3268	1.5531	0	2	-1.5043	0	1	2.6821	1	2	-5.2255	1	-2.6485	-3.0896	0.8987	1.5757	4.7879	-0.2662	-1.0061	-2.6944	5.2819	0.742	0	0	1	1	-0.0055	0.0621	0	-0.739	2	-0.6078	-9.572	-3.4708	2	-2.4625	2	2	1	-1.9914	1	1.3097	1	-1.1815	1	-2.2276	2	0	0	2	6.6503	0	0	-7.1051	-1.0324	-1.7607	1	2	0.5759	0.4458	2	2	0	1.033	1	0	1	1	2	1	1	0.8492	0	0.1518	1	2	-2.914	-1.0074	-0.5291	-0.877	7.8339	0	1.1046	-2.7446	1	0	0	-1.3386	-3.7971	0	3.6947	1	2	2.6029	2.6676	0.4973
1.2431	1	1	-0.9302	-0.8271	-1.2908	1	1	0.5258	1	1	-1.1433	2	2	-0.7966	0	1.9145	0.3955	1.8981	0.0636	1.2145	1.779	2.1506	-1.8908	-1.0321	0.3197	0	0	0	2	2.294	0.7002	0	1.5742	1	4.3555	1.3072	-2.6791	2	-0.6417	0	0	0	-0.0353	0	-3.3745	2	0.3018	1	0.8042	1	1	1	1	-1.1543	0	0	-3.953	2.5566	0.3782	2	2	0.2533	-0.2735	0	0	2	3.014	2	1	1	2	2	0	2	0.2805	1	4.1982	0	0	-2.9159	-1.9962	-0.2691	3.3224	-0.6183	0	-0.9711	0.6425	0	2	2	-6.5077	5.894	0	4.5475	0	0	-0.3886	4.3228	-3.0116
-0.0841	0	2	-0.8257	-2.9162	2.9292	1	0	0.6385	0	0	-2.1949	1	2	0.8588	0	-5.0308	2.1275	1.1777	-4.4772	-4.6706	-7.1229	1.0104	-0.3171	-4.574	-1.2585	1	2	0	2	-0.9945	-1.0493	0	-2.8372	1	-3.4379	0.49	-1.798	0	-1.7379	2	0	0	-2.0441	1	0.8749	1	-0.0196	0	3.4345	2	2	0	2	-4.6166	1	2	10.2065	0.5846	0.2782	0	0	-1.2619	0.4877	0	0	2	5.7639	2	2	0	1	1	1	0	-1.4317	2	-6.0136	2	0	6.0095	1.4425	-2.8492	-7.494	-1.4316	2	-5.2104	1.156	2	2	2	6.107	-12.6949	1	-6.1634	2	0	-4.6513	-2.0276	-0.1041
-1.6712	0	0	-1.2315	1.9618	0.9382	0	1	0.674	0	2	0.1526	2	1	-1.8235	0	-1.4715	-1.5688	-2.2417	1.693	1.9372	0.124	-0.3188	-0.9214	1.3859	0.7101	0	1	0	0	-1.9286	1.4871	0	-0.3215	2	-0.9341	-0.3787	-2.039	2	-1.6339	2	2	2	2.0102	0	1.8412	2	0.6369	2	1.9904	2	0	1	2	0.1344	0	0	-2.6619	2.8432	0.9766	2	0	-1.1407	1.3678	2	0	2	-2.8621	1	1	1	2	2	2	0	2.7684	2	3.2902	1	1	0.4657	0.8626	2.9009	-0.2802	-1.4493	1	-2.747	4.8238	2	0	1	-5.6684	-2.8461	2	2.9806	0	2	4.0952	0.614	0.1567
-0.166	1	1	-1.044	0.1067	0.3624	0	2	0.8498	2	2	2.5215	0	0	0.4179	0	0.4446	-3.2902	2.8372	2.1458	6.3832	3.383	0.0772	-1.8425	7.8065	-1.2272	1	0	1	0	0.2894	-1.2787	2	-1.6786	0	-0.7993	-3.8327	1.2947	0	-0.7135	0	2	0	-0.183	2	1.2603	0	0.6649	1	-1.4742	2	2	2	1	10.4373	0	0	-9.0435	-0.5472	-0.366	2	0	-2.7725	1.2522	0	1	2	-0.3366	1	0	0	2	1	1	0	-2.248	2	0.6622	1	2	-6.961	0.4253	1.0147	0.6935	2.9498	0	0.0776	-0.3628	1	0	1	-2.1114	3.8871	0	-0.7458	1	1	2.0001	2.7883	-2.0994
0.0703	2	0	0.3355	2.0355	-1.0181	1	1	0.1944	2	1	2.1147	1	0	2.2352	2	0.0792	-5.2066	1.9405	1.2762	11.0357	-0.3184	-1.8405	0.9637	9.0564	-0.38	1	1	2	0	0.5557	0.0607	1	1.7627	2	0.649	-6.2072	-2.2048	2	0.5436	1	0	0	-1.1121	0	1.2495	0	0.6925	1	-1.3616	2	2	2	2	9.719	1	0	-14.4284	2.296	3.8378	0	2	0.62	4.3905	0	2	1	-1.2617	1	1	0	0	2	0	0	0.6904	1	-2.8213	0	1	-13.7949	0.0374	-1.0234	-1.5058	0.8538	0	1.5956	0.8709	1	1	1	1.9946	-0.7928	0	-0.6354	1	2	3.1843	0.0888	1.1535
0.7249	1	1	0.9086	0.4703	-2.7787	1	0	0.7323	0	2	-0.9089	2	2	-2.2991	2	-3.2327	1.5103	2.2122	-3.3598	0.6567	-4.7317	1.2009	-2.4147	0.3734	-0.0033	0	0	0	0	0.7533	1.2557	1	0.5112	0	0.4744	-0.4715	-1.106	2	2.4586	0	1	0	-0.8654	1	-3.5353	1	-0.7204	1	-0.1742	1	2	0	2	0.2585	0	2	2.9486	1.3849	2.6027	0	2	-0.9576	3.5631	2	0	1	5.4912	0	2	2	2	2	0	2	1.6026	1	-1.1355	2	0	0.5326	1.4611	0.2312	-0.8708	0.62	1	-6.0409	1.0926	0	2	2	2.2386	-11.8702	1	-5.905	0	0	2.7367	2.2537	2.1527
-0.9546	0	0	0.8166	-0.3122	0.4665	2	2	-1.1266	2	1	-0.2103	0	0	0.0066	0	-0.3193	-0.7416	-0.9728	-0.0041	0.9166	-1.9562	1.4814	-0.0719	0.9961	-0.2505	2	0	2	1	0.1851	-1.4346	1	0.144	1	0.4621	-3.8633	2.1197	2	1.7167	1	0	2	0.8772	1	-1.7245	1	0.8406	2	0.0269	2	1	0	0	1.389	1	1	0.4504	5.4198	3.7139	0	0	1.1611	2.7062	2	1	1	0.9268	0	2	2	1	2	2	2	-2.0243	1	2.6267	2	1	-0.9745	1.5022	-0.5759	0.3422	3.787	0	-2.6136	-0.798	0	2	1	0.8372	-4.3612	1	-5.443	0	1	2.257	6.2505	3.7248
-0.9021	0	0	2.0135	2.3469	-1.8436	0	2	-1.1809	0	0	-0.0586	1	0	-0.8569	0	0.1542	0.1904	0.4226	-0.033	-0.4515	-0.7713	-0.3618	-0.0569	-0.3172	1.6316	2	1	1	2	-3.8801	-1.0486	2	3.2949	2	1.1399	-1.1124	-2.656	1	0.4286	2	2	2	3.6627	2	-1.2838	2	0.5254	0	1.7754	1	2	0	2	0.2559	2	2	1.7055	2.8122	0.8327	2	2	-2.1932	1.6664	2	1	0	2.1409	2	0	0	0	0	2	1	2.1119	1	2.3736	2	2	0.4134	2.5797	3.0915	-0.4433	3.123	2	0.906	-4.4196	2	2	1	-1.9946	-3.5663	2	-3.9792	2	1	2.9227	2.7555	0.5016
-1.4235	1	0	0.6754	-2.0548	0.0092	1	0	1.9968	1	0	1.2212	0	1	-0.7764	0	3.7359	-0.215	-3.6436	1.4935	1.3221	1.8058	1.3812	0.2488	0.8459	-2.0316	1	1	0	0	2.1842	3.7354	0	-4.1507	0	-2.3002	0.3146	0.7476	0	4.7059	0	1	0	0.1406	0	-0.5227	0	2.2447	1	-0.3245	0	0	2	2	-1.2434	1	1	-2.6143	3.2791	4.6931	2	0	-0.365	6.0505	0	0	2	2.1983	1	1	1	2	2	1	0	-2.7267	1	3.5024	0	1	-3.1858	0.0416	-1.925	-1.0427	-4.9345	0	2.4569	-2.8345	0	1	2	-2.0581	6.9879	2	-4.7481	1	1	-3.3372	0.3862	2.1763
-1.0053	1	0	-2.751	0.9966	-0.6499	0	2	-1.4332	1	1	1.3762	2	0	-0.0918	0	-0.2834	0.5584	-1.6359	2.1919	-0.7227	4.8055	0.4991	1.0677	-0.8576	-1.2737	2	1	1	2	1.1895	1.6729	2	-0.0575	1	-1.7147	-1.2244	-1.3183	2	1.848	1	2	0	-2.5026	2	0.2106	2	0.498	1	-0.9551	0	0	2	1	-0.1692	2	2	2.8188	-1.8575	-0.3148	2	0	-1.7234	2.4809	1	2	1	-4.3522	1	1	0	0	0	2	0	0.5645	1	3.6798	0	2	-0.4554	-1.492	-2.6587	0.1411	0.928	1	-0.0404	4.5177	0	0	0	-1.8533	4.6661	2	1.1275	0	2	3.0627	-1.4725	1.153
-0.136	1	2	0.1698	4.7088	-1.2187	2	2	0.9465	2	2	2.1557	2	1	0.2546	1	0.3364	-2.7963	-3.5382	2.2065	6.5716	2.1104	0.5421	-1.1359	4.6434	2.0427	0	2	2	2	-3.4698	-1.3479	0	1.676	2	0.5184	-2.8303	-1.4741	2	-0.3893	2	2	2	0.6183	2	-0.1061	2	-2.0542	2	-0.8772	0	0	2	2	8.2423	0	0	-6.9295	-1.0144	-1.4997	2	2	0.3188	1.6444	1	2	0	-5.172	2	1	1	2	0	1	1	-1.7515	0	1.7012	1	2	-9.4624	0.7797	1.7789	2.2401	4.0335	0	-1.019	6.1279	1	0	1	-1.3419	2.4145	0	-1.2794	1	0	5.8153	2.2687	0.9364
-2.2278	2	0	-0.36	5.3411	0.5825	1	2	0.3057	2	0	1.9131	2	2	0.9654	0	-3.0863	-3.0676	1.5299	1.3389	1.8326	4.3671	-1.2755	1.2617	-0.6944	1.7323	2	1	2	0	-2.3774	0.7446	1	4.1357	2	2.1582	0.0925	0.8623	0	2.5003	2	1	0	-1.9048	0	-0.5553	2	0.2247	0	-0.8725	2	1	2	2	3.8706	2	0	-3.9466	3.8775	-1.3908	2	2	0.0926	4.7702	1	1	0	-0.1572	1	1	2	2	0	2	2	1.105	1	0.1276	1	1	-1.084	-0.1336	0.646	0.3143	0.7553	0	-1.9778	0.2315	1	2	1	1.5197	1.4591	1	3.3301	1	0	6.9659	4.1565	0.2811
0.1361	1	1	0.6935	-2.0833	2.1265	2	0	0.5764	1	1	0.1199	2	0	1.3805	2	1.5788	0.1681	-1.0062	-0.2622	2.2891	1.7383	0.67	-1.0807	1.7717	1.2485	1	0	2	2	-1.0946	2.0401	1	1.333	1	3.7382	-1.9751	-0.4596	0	-0.3867	2	0	0	1.1758	0	-0.79	2	0.9981	0	-0.78	2	0	2	0	1.4758	0	0	-5.6583	1.3413	0.5235	2	2	-0.794	-2.6846	0	2	0	-1.7991	1	0	2	1	1	0	1	0.1607	1	5.8783	0	0	-3.5546	1.2237	2.1861	3.4067	0.518	0	0.4846	0.158	1	1	0	-6.7737	1.6481	0	2.8203	1	2	-3.4111	1.7828	-1.5482
1.1963	2	1	-0.3755	-0.7472	-3.4326	2	1	0.8917	0	2	-0.4263	1	2	-0.9092	0	-1.1292	-0.6461	-0.1393	2.1528	-0.4398	2.1789	0.0413	-2.8154	0.0336	0.9421	2	2	0	2	-0.893	-2.6603	2	1.4969	1	-1.4565	3.5908	-3.6919	2	2.2045	2	0	1	-0.0638	0	-0.6469	2	1.2608	0	-0.3429	1	0	2	0	-3.2297	0	1	0.7027	0.4926	2.6931	2	0	-0.4099	5.1314	1	0	2	-4.4031	1	1	0	0	0	2	0	-2.3133	1	0.7026	0	1	-1.158	2.9113	1.4237	-0.4488	-3.7682	2	-2.7593	7.2773	1	0	1	-4.5368	0.3096	0	0.2386	1	1	1.4822	2.2628	-0.1962
-1.3726	0	0	0.5616	-5.9456	1.3004	2	0	-0.2897	0	2	2.6597	1	0	-1.225	0	2.2159	-2.3583	-2.1518	1.6454	2.7786	2.8462	0.5723	0.2657	1.1605	0.5098	0	1	0	0	-1.2322	0.4185	2	4.2756	0	-0.9281	-5.5802	-1.2778	0	0.0268	1	1	2	0.2232	2	-1.4493	0	4.029	1	5.4342	0	1	2	0	-1.1353	2	1	-1.2603	-0.366	7.04	2	2	-1.0092	-0.18	1	1	0	-6.3254	1	1	0	0	2	2	0	-0.6	1	0.8838	0	0	-3.156	-1.7419	3.0185	-0.5185	4.0049	0	5.7974	-4.3405	1	0	2	-2.9203	6.1021	1	2.7254	1	2	-8.2607	1.5811	-2.7022
-1.0107	1	0	-0.5027	0.4365	-1.3474	0	0	0.8103	1	2	1.3678	2	0	-2.9651	1	3.0791	-0.3029	-1.995	0.0915	2.1101	0.7666	0.4385	2.1822	3.0792	0.2051	2	1	0	2	-0.0029	0.9773	1	-0.1821	0	0.0288	-1.8685	2.0441	1	1.5516	0	0	1	0.1478	0	-0.271	2	-1.7936	1	0.8433	2	0	2	1	2.1546	2	0	-2.5263	2.6321	-3.2634	2	0	0.7011	0.151	1	0	1	0.0414	2	1	2	1	1	2	1	0.4034	1	3.7918	0	2	-2.2669	-0.9586	2.3097	1.6683	2.9254	1	4.2358	-4.1084	1	2	0	-6.3252	2.322	0	0.5145	1	1	1.5739	-1.2273	1.2736
-1.1914	1	2	-1.793	1.8039	0.9432	1	2	-0.1973	1	0	1.6844	0	2	3.1117	1	2.2589	-0.6276	-0.4223	1.2213	0.44	0.7709	-0.485	5.0063	0.3046	-1.505	1	2	1	2	2.563	0.7588	0	-1.9414	2	-1.4673	-3.3392	6.0782	0	0.9456	1	2	0	-0.2617	2	-0.6044	2	-1.6614	1	-0.7769	0	2	0	2	-0.1111	1	1	0.8547	-1.4058	-1.2993	1	1	3.1431	1.1966	0	1	1	-0.2743	2	0	2	1	1	1	0	-2.4234	2	4.4035	2	1	-2.7729	2.137	-0.8648	-2.1805	1.1075	2	-1.9497	9.0266	1	1	0	-7.6724	4.5057	0	6.1322	1	1	2.0663	4.2366	-1.337
2.3466	2	1	0.0806	-0.4241	-0.5058	2	0	-0.7943	1	2	-2.2014	0	0	-0.5879	1	-0.3193	0.5348	-0.7341	-2.2972	-3.5502	-3.1286	-1.891	-4.0409	-2.5691	2.0712	2	1	1	0	-2.2326	4.0802	1	0.3718	1	-0.2875	-1.4774	-7.0689	0	2.3913	1	0	0	3.1656	1	-1.3124	0	0.2972	0	2.0334	2	2	1	2	-1.6028	0	2	8.8092	-1.1491	-0.4437	1	2	-4.3705	1.0125	0	2	0	4.1201	0	0	0	0	0	1	0	-0.4662	0	0.0238	2	1	7.4208	-2.4822	1.7181	-1.1236	0.3454	2	-2.1031	-5.2219	2	1	0	-1.4444	-3.0516	2	-9.8689	2	2	-0.5412	-0.8756	-0.5841
-0.3334	2	2	-1.2938	-1.7319	-1.399	2	0	2.1713	1	0	0.0753	1	0	2.5652	0	1.0501	0.5029	-2.0335	-0.2012	-0.6786	-2.3865	0.3497	2.1475	-1.4247	-1.0943	2	2	0	0	-0.7966	0.7268	0	-4.3314	0	-0.5351	-1.3635	1.5915	1	0.4932	2	1	0	-1.708	1	-1.9653	1	-0.9523	2	0.5418	0	2	2	1	-3.8859	2	2	-3.0331	2.4393	-1.4835	0	0	1.2654	-0.7341	0	1	2	0.7735	2	2	1	2	0	1	0	0.2008	2	-1.4066	2	0	-1.0031	-0.6505	1.9448	2.1848	-3.4877	1	-2.4061	2.6257	2	1	1	3.7675	-0.4013	0	-2.65	0	1	-3.3939	3.2946	0.1698
-0.5255	2	0	0.1399	2.0179	-1.3368	0	2	-1.8012	2	2	0.8075	1	1	3.0933	2	-2.1747	-0.0297	3.739	-1.0089	2.5087	-2.4652	-0.1606	2.4695	1.27	0.9669	2	2	1	0	0.8256	-1.9069	0	-0.1107	2	-0.9574	-6.4456	1.6876	1	-1.3192	2	2	1	2.0547	1	0.1203	0	-0.5369	1	1.3704	2	1	0	2	3.0655	1	0	0.8173	0.5987	-1.9662	0	2	1.1924	0.9277	0	0	1	0.7176	2	0	1	2	0	1	0	-0.2313	2	-1.8547	2	0	-4.1344	0.9921	-0.7304	0.1992	5.2098	0	-0.1031	-3.8532	1	2	2	-2.0425	-2.9819	0	-1.1797	1	2	2.7264	-1.7468	1.6419
-1.9577	2	0	-1.007	0.9437	0.8253	1	2	1.2817	2	2	-1.0671	0	2	1.4736	0	-1.0923	0.7699	-2.0201	-1.6907	0.8748	-3.3886	0.0669	3.6045	-1.4793	3.354	2	1	1	0	-4.5803	1.2037	0	3.9045	2	0.4392	-0.6344	5.6187	0	-1.4163	2	2	2	-1.1698	1	0.9559	1	1.1796	2	0.6844	2	0	2	1	-3.5699	2	0	-0.6945	-1.4589	3.0465	1	1	2.4393	-0.2225	2	1	0	3.2146	2	2	1	1	2	0	2	-1.312	1	0.3105	2	0	-1.9151	0.426	7.0218	-4.5222	0.8943	0	-4.0823	-4.5161	1	1	1	-2.1561	-3.7456	0	2.245	1	0	0.0156	-1.8998	-1.3509
-0.5796	0	1	0.1461	-0.8627	0.3841	0	0	-1.6324	1	0	2.3775	1	0	0.3657	2	-1.3836	-3.515	1.7685	0.739	4.3565	-0.2967	1.5568	0.1094	3.8417	-0.1047	2	0	0	0	3.0319	0.4742	0	-1.3073	1	0.1576	-6.7981	1.9445	1	-1.5077	0	0	0	1.9558	1	-0.2589	0	2.111	1	0.9157	2	0	2	1	5.8096	1	0	-7.4955	3.2592	5.2801	0	1	-0.9837	2.3763	1	1	1	0.2799	2	0	0	0	2	1	0	-2.5268	2	-3.7179	0	2	-4.7852	-0.1698	-0.087	-0.7048	2.6768	0	0.0748	-3.5003	0	1	2	4.2578	0.1792	0	-3.0921	1	2	0.0862	1.8695	0.5784
-0.0734	1	2	-1.4817	0.9777	-0.1138	1	2	0.0387	2	0	-0.0895	2	1	-0.2736	1	1.406	-0.1374	-1.8353	0.2295	0.3473	2.441	1.9151	0.4317	0.8923	-1.3215	0	2	0	0	1.8012	-1.9762	1	-3.1744	2	0.4137	-1.4416	1.2973	2	0.9391	0	1	1	-1.3986	0	1.3486	0	-0.3138	1	-1.9548	0	0	2	0	0.5524	2	1	0.3116	-0.2419	-0.0567	2	2	4.9178	0.5382	2	1	2	-0.9391	1	1	2	2	2	1	2	0.7551	0	-7.2993	1	2	0.8077	3.4984	-3.6614	-1.6604	1.7574	2	1.8249	-0.1709	2	1	1	6.6659	4.5246	0	6.554	1	1	0.6951	-1.017	-0.322
0.1696	2	2	-0.2448	-1.0303	0.9595	0	0	-0.0371	1	0	-0.9359	1	0	1.064	0	1.8795	1.4524	-0.8696	-2.3443	-1.3542	-2.9829	-1.3782	2.1614	-1.2424	1.8596	0	0	2	1	-2.1828	1.6639	2	1.5755	0	-2.97	-0.4139	1.8894	1	-2.2474	2	2	0	-2.3581	1	1.6664	1	-1.53	2	0.9141	0	0	0	1	-2.8249	2	2	5.6903	3.2535	-2.0714	0	1	-0.1865	-6.6913	0	2	0	1.1791	0	2	0	0	1	2	2	-0.3909	2	2.8236	2	0	-0.4869	-0.5439	0.6999	-5.4104	1.8152	1	4.9818	-10.8938	0	0	0	-4.5856	-0.0139	2	2.9436	2	0	-2.9107	-1.8552	3.0367
1.7455	0	1	0.8906	1.1038	-1.8662	1	2	0.2603	2	0	-2.082	2	1	0.961	0	-2.1126	-1.3293	-2.4614	-2.8409	-1.7128	-4.4829	2.2225	-1.2749	-0.533	-1.4995	2	2	0	2	1.1615	-1.5397	1	-1.6365	0	2.043	0.4902	-2.6424	2	0.4052	2	1	2	0.6531	1	0.9044	1	-0.8173	0	-0.772	0	0	2	0	0.5815	2	2	-1.1788	-1.9567	-2.178	0	2	-0.8461	1.2716	1	1	1	4.1618	2	2	2	2	0	1	2	2.271	1	-5.4993	2	1	2.2066	1.7638	3.6502	-0.7482	-2.3606	1	-2.4194	-1.6101	2	1	2	5.1677	-8.6614	1	-11.7188	0	0	3.9846	1.6246	2.8482
0.8461	1	1	-0.8985	1.6556	1.2593	2	1	-0.3243	0	2	-0.0698	1	2	0.6848	1	-3.6839	-3.4927	-2.9827	2.3173	3.9114	4.2808	-1.0066	2.1588	4.7356	1.329	2	0	1	1	-0.4759	0.5758	1	1.471	2	0.0576	-0.0174	3.329	2	-0.6702	1	2	0	0.1844	0	0.8122	2	-0.6822	2	-1.4267	0	0	0	1	4.6918	1	0	-3.6474	-1.4121	-0.5172	2	1	3.0656	4.24	0	0	0	-2.7964	1	1	1	2	1	0	2	-0.3815	2	-2.9775	1	1	-4.7084	-2.3111	-1.8207	1.6314	-0.0318	0	-1.4156	4.315	1	2	0	4.8796	0.137	1	12.1121	0	2	0.5241	1.4487	-5.7826
0.8959	0	1	-0.2407	-2.451	-0.2762	0	0	0.7702	1	0	-1.2446	0	0	0.0866	0	2.7618	-2.116	-2.832	-0.7798	3.4787	0.1189	-0.1272	-1.5435	2.1739	2.5216	1	0	1	0	-1.6102	-0.6904	2	2.4471	0	-2.9802	-4.0512	0.8333	1	0.328	2	2	1	-1.3284	2	-2.8258	0	-1.7164	0	2.2616	2	0	2	2	-1.6877	0	0	-1.5271	-1.7282	-4.2584	1	1	-1.0557	-1.3621	1	2	2	2.3358	1	0	2	1	1	2	0	-1.1128	1	2.2105	2	0	-3.2056	2.5627	0.7534	-3.0017	2.8854	0	2.234	-7.2236	0	2	0	-0.4926	1.5569	0	-1.4979	2	1	-4.5885	5.3226	5.2796
1.1545	0	2	0.3402	-1.127	-2.4112	0	2	1.091	1	2	0.9122	1	1	0.6104	2	0.7001	0.6908	4.2746	-0.4261	-1.6925	-2.1896	-0.6416	-0.0679	-2.1058	-3.9629	2	2	0	0	3.7289	0.4754	1	-2.7125	0	-1.3804	4.814	-1.8584	1	-2.0317	0	2	0	1.8114	1	-0.474	1	-1.7292	1	-1.2338	1	2	1	0	-0.4783	1	2	3.8868	1.3587	0.7494	0	0	0.4735	-4.4087	0	2	1	2.2222	2	0	2	1	0	1	0	1.2006	1	0.4967	2	2	3.5581	1.4311	-4.6798	-1.45	-5.3882	1	1.8155	1.0899	2	1	1	-2.2152	-1.8008	0	0.2009	0	0	0.8999	1.2333	3.4694
-0.1941	0	0	-1.2814	-0.2347	-2.0933	1	0	-0.0541	2	2	0.9308	2	2	-1.4923	2	-1.1974	-1.0623	-3.6102	-1.5678	2.9033	-2.4617	0.6847	0.8595	2.7968	-0.2439	1	1	2	0	0.7702	1.7535	0	-1.8009	0	-0.2949	-2.5947	-0.7702	0	2.4743	1	1	2	-1.5042	1	-1.3939	0	0.77	1	-1.8013	2	0	2	2	1.0491	2	0	-3.9159	-0.3175	2.0662	0	1	0.666	4.4753	1	1	2	2.3201	0	2	1	2	1	1	0	0.2754	1	-3.4254	0	0	-4.7819	0.6817	-0.2454	-1.7269	2.0237	0	-1.1112	-3.7729	1	0	0	5.0868	-4.1278	1	-4.3409	1	1	3.2402	2.4967	7.5692
-2.8896	2	0	1.3055	2.7248	1.3517	1	1	-1.5185	1	1	-0.5483	1	2	0.5576	2	2.3195	-0.0215	0.3255	-0.2386	1.283	1.566	-1.7932	4.994	-0.0998	-0.0994	1	1	1	0	-2.0475	2.5481	2	-2.2567	2	-0.0667	-0.6252	3.1209	0	0.4714	2	2	0	0.2538	2	1.3248	2	-2.5367	1	2.5057	0	1	0	2	0.5218	2	1	-1.5383	0.2424	-4.3354	2	2	1.3444	-1.7017	0	0	0	-1.4311	2	0	0	1	1	0	1	-1.2436	2	2.2318	1	1	-4.9969	2.111	-0.0057	-2.023	2.1892	0	2.4242	1.987	1	0	2	-2.5142	3.1512	2	2.8107	2	0	0.8866	-1.1409	-3.3385
0.4167	1	1	2.0877	-0.3319	-1.3462	1	0	1.4194	0	2	0.4452	0	2	-2.6103	0	-1.7857	1.5591	1.7582	1.0882	-1.1026	-0.7972	1.511	-1.8137	0.9041	3.6253	2	0	0	1	-0.8264	-0.3212	2	1.5975	0	2.3218	0.4954	1.8992	2	1.3754	0	0	1	0.988	1	0.0059	1	2.8459	0	-2.6442	1	1	2	0	1.9131	0	2	-2.1296	1.6917	2.7215	2	2	1.4538	1.9371	2	2	2	-4.325	0	1	0	2	2	2	2	-0.0621	1	-3.5711	0	2	2.4305	-0.8148	1.0383	2.3228	0.1979	1	2.6757	-8.4523	0	0	2	5.3538	-2.8429	1	-1.3673	0	0	2.9124	-0.0142	-3.0309
